dataset,model,layer,method,seed,n_obs,soft_ce,jsd,tvd,entce,rankcs,acc,mean_alea,mean_mi,corrAlea_entropy,corrMI_entropy,corrAlea_norm_entropy,corrMI_norm_entropy,corrAlea_one_minus_max,corrMI_one_minus_max,corrAlea_gini,corrMI_gini,corrAlea_top2_margin,corrMI_top2_margin,corrAlea_bern_var,corrMI_bern_var,corrAleaS_entropy,corrMIS_entropy,mono_alea
lewidi_hsbrexit,qwen,0,GPP-cosine,0,64,0.38365496194971255,0.07700213081813392,0.16736297218483828,0.30691074988744627,0.9404761904761905,0.8928571428571429,0.34717416763305664,0.0028884969651699066,0.2589318277801302,0.06301735360181052,0.2589318277801302,0.06301735360181052,0.2256995614270491,0.06514463296522714,0.24917243895351787,0.06348909777828006,0.22569955697064276,0.0651446325632116,0.24917242775359022,0.06348909827456492,0.2589637073034342,0.0885768255683881,
lewidi_hsbrexit,qwen,0,GPP-rbf,0,64,0.4366489047574768,0.07101511215917025,0.1411259711187865,0.23408727192416312,0.9404761904761905,0.8928571428571429,0.15874545276165009,0.013207164593040943,0.21835867783929597,0.12376903811918812,0.218358677839296,0.12376903811918814,0.1960726448330718,0.13463416572521103,0.21227679260928212,0.12367933505384283,0.19607264206882358,0.13463416217957228,0.21227678650025045,0.12367932881836957,0.2155745870187146,0.16661310649177358,
lewidi_hsbrexit,qwen,0,GPP-laplace,0,64,0.4015270640936646,0.09289830412857088,0.1957547794362264,0.3548527942235917,0.9404761904761905,0.8928571428571429,0.28937679529190063,0.16306954622268677,0.0626097106664288,0.0398550616261225,0.06260971066642879,0.03985506162612251,0.08871110476074175,0.05995415429267484,0.06667242137861439,0.04237484625775273,0.08871110252613429,0.059954151949313084,0.06667241932024434,0.04237484344581656,0.07748322765497487,0.057071379294811146,
lewidi_hsbrexit,qwen,0,LPE,0,64,0.6759549768819435,0.07971497131677426,0.1307417413966808,0.18673313512150286,0.9404761904761905,0.8928571428571429,0.03238585591316223,0.002659076126292348,0.1948718880307813,0.1299030575930193,0.19487188803078132,0.1299030575930193,0.18138822608095567,0.13148038467585915,0.1898297578221536,0.12768167741567582,0.18138822248551398,0.13148038097780199,0.1898297498139031,0.1276816693825001,0.2058520035101849,0.19837881312695552,
lewidi_hsbrexit,qwen,0,LP-temp,0,64,0.3737291859682232,0.07185817467330385,0.1584631027659999,0.29063095231992003,0.9404761904761905,0.8928571428571429,0.3338148405647975,,0.2153857713700495,,0.21538577137004955,,0.18262251995723494,,0.20817658912111056,,0.18262251850595437,,0.20817658570985031,,0.20005656295801633,,
lewidi_hsbrexit,qwen,0,GPP-cosine,0,256,0.372771412985001,0.07469117090325687,0.1639988479603614,0.29909807416004086,0.9404761904761905,0.8928571428571429,0.35871127247810364,0.001890114857815206,0.3237348886754176,0.1479443462954743,0.32373488867541766,0.1479443462954743,0.30877884987416826,0.15693197231186562,0.3209947093547474,0.15008051373668735,0.3087788483595569,0.15693197154114602,0.3209947068930633,0.1500805141937997,0.33485748775003565,0.16808636603871618,
lewidi_hsbrexit,qwen,0,GPP-rbf,0,256,0.4265806837380562,0.0673574724518908,0.13357166140173962,0.20941673958653628,0.9404761904761905,0.8928571428571429,0.1419658213853836,0.030179675668478012,0.3492936324771183,0.26893328536208716,0.34929363247711837,0.26893328536208716,0.35852743706397605,0.2842660979357854,0.3545086118375127,0.2737583114949624,0.3585274383492594,0.2842660978266347,0.35450861747154294,0.2737583136602206,0.33480636517900614,0.286862688566199,
lewidi_hsbrexit,qwen,0,GPP-laplace,0,256,0.4141187180349045,0.0775061471482095,0.16144236699411912,0.28489553200173173,0.9404761904761905,0.8928571428571429,0.18057313561439514,0.09875854104757309,0.05012532253292823,0.03266744500835825,0.050125322532928215,0.03266744500835822,0.07922081563658658,0.05781363748888545,0.05478874891878059,0.0363229195055992,0.0792208134232135,0.05781363522815973,0.054788746682148316,0.036322916761859836,0.0936333125938567,0.07747858014851763,
lewidi_hsbrexit,qwen,0,LPE,0,256,0.5202528479035562,0.07110638670229033,0.12845278065655444,0.17960610654842948,0.9285714285714286,0.8928571428571429,0.08364493399858475,0.022885387763381004,0.3666596114106451,0.2578096186498534,0.3666596114106452,0.25780961864985347,0.3709159156097287,0.2697591566912725,0.3712144443494685,0.2627222464536136,0.37091591725819817,0.26975915757441626,0.3712144503383028,0.26272225019422174,0.3614086921402031,0.37219555462743903,
lewidi_hsbrexit,qwen,0,LP-temp,0,256,0.3794364433248643,0.07265071354310401,0.15601491691953934,0.2542719467113809,0.9047619047619048,0.8690476190476191,0.3126429372934619,,0.34858125374045845,,0.34858125374045856,,0.33606295636833006,,0.34902115614234036,,0.33606295763632055,,0.34902116020332263,,0.3336909636292704,,
