model,method,n,seed,acc,ece,brier
qwen36,GPP-laplace,500,1,0.6012332990750257,0.05919279518009824,0.519291847269656
qwen36,LPE,500,1,0.5734840698869476,0.14081575128059345,0.5573400031298661
qwen36,LP-temp,500,1,0.5889003083247688,0.037221070197677515,0.5263488626940389
qwen36,GPP-cosine,1500,1,0.6474820143884892,0.06353819826646552,0.4882817437102419
qwen36,GPP-rbf,1500,1,0.6310380267214799,0.0444203841539228,0.4860817734964115
qwen36,GPP-laplace,1500,1,0.6618705035971223,0.041529578607594514,0.4709018278012111
qwen36,LPE,1500,1,0.645426515930113,0.052920700405999055,0.477886907508903
qwen36,LP-temp,1500,1,0.6433710174717369,0.03762419302228208,0.473612952300416
qwen36,GPP-cosine,2400,1,0.6526207605344296,0.06306822054310177,0.4782992068476253
qwen36,GPP-rbf,2400,1,0.6690647482014388,0.06029676190383143,0.4645801426823834
qwen36,GPP-laplace,2400,1,0.6906474820143885,0.05524733249109548,0.4494821128414549
qwen36,LPE,2400,1,0.645426515930113,0.05138715776975696,0.47201154288178226
qwen36,LP-temp,2400,1,0.6515930113052415,0.03234806100454922,0.4702852693902196
qwen36,GPP-cosine,100,2,0.5231243576567317,0.2804264644312099,0.7282765381478531
qwen36,GPP-rbf,100,2,0.5837615621788284,0.09568867035294365,0.5660988231663622
qwen36,GPP-laplace,100,2,0.539568345323741,0.09429822719721974,0.5943206299909948
qwen36,LPE,100,2,0.5632065775950668,0.12168584630766241,0.5994654397035312
qwen36,LP-temp,100,2,0.5334018499486125,0.04215343629083501,0.5908879470330816
qwen36,GPP-cosine,500,2,0.6187050359712231,0.17234778183704783,0.5617320688625514
qwen36,GPP-rbf,500,2,0.6176772867420349,0.05734731788380419,0.5227572947300385
qwen36,GPP-laplace,500,2,0.6474820143884892,0.0746776518265488,0.5030918937752125
qwen36,LPE,500,2,0.605344295991778,0.1316620743348199,0.5504262907833655
qwen36,LP-temp,500,2,0.6125385405960946,0.035541514196965995,0.515991337167056
qwen36,GPP-cosine,1500,2,0.6505652620760535,0.07501335198563149,0.4698931363412365
qwen36,GPP-rbf,1500,2,0.6783144912641316,0.0619633116616742,0.4603184483642733
qwen36,GPP-laplace,1500,2,0.6813977389516958,0.046471085510420514,0.4509451333526435
qwen36,LPE,1500,2,0.6639260020554985,0.05920878950150383,0.46416681331879106
qwen36,LP-temp,1500,2,0.6649537512846866,0.044380677243721536,0.4613255518689305
qwen36,GPP-cosine,2400,2,0.6742034943473793,0.05977463752858317,0.46389357784436314
qwen36,GPP-rbf,2400,2,0.6742034943473793,0.04770227648003865,0.45183793303138275
qwen36,GPP-laplace,2400,2,0.6957862281603289,0.040103646123519535,0.43575234422075004
qwen36,LPE,2400,2,0.6649537512846866,0.057234342823538245,0.4567253617507123
qwen36,LP-temp,2400,2,0.6649537512846866,0.030379541234059438,0.4564994819471305
qwen36,GPP-cosine,100,3,0.5642343268242549,0.2870452848759854,0.6995265956517525
qwen36,GPP-rbf,100,3,0.5457348406988695,0.06961218747793708,0.5780210534504565
qwen36,GPP-laplace,100,3,0.538540596094553,0.09180751807398078,0.5776859799266859
qwen36,LPE,100,3,0.5405960945529291,0.13984068162272179,0.5885257748932566
qwen36,LP-temp,100,3,0.5251798561151079,0.04558402589865431,0.5865311008667744
qwen36,GPP-cosine,500,3,0.5981500513874615,0.20928129345515525,0.5931560047940915
qwen36,GPP-rbf,500,3,0.6002055498458376,0.04699279014155162,0.5226287342430467
qwen36,GPP-laplace,500,3,0.605344295991778,0.056213372259688886,0.514292236382222
qwen36,LPE,500,3,0.6166495375128469,0.13760861830990703,0.5503267112535276
qwen36,LP-temp,500,3,0.6166495375128469,0.04646663690502238,0.5148786256423458
qwen36,GPP-cosine,1500,3,0.6505652620760535,0.08332991970651318,0.48311752597055185
qwen36,GPP-rbf,1500,3,0.6495375128468653,0.031198520454571402,0.47375076898956725
qwen36,GPP-laplace,1500,3,0.65775950668037,0.04361259058225071,0.4724525713439472
qwen36,LPE,1500,3,0.656731757451182,0.05244268233459998,0.47490725283899304
qwen36,LP-temp,1500,3,0.6598150051387461,0.0372135004380537,0.4667392631305501
qwen36,GPP-cosine,2400,3,0.6659815005138746,0.05637601168035603,0.47043158230077764
qwen36,GPP-rbf,2400,3,0.6752312435765673,0.051042592139552825,0.4636311566334098
qwen36,GPP-laplace,2400,3,0.6896197327852004,0.047815663412688086,0.4498980139926626
qwen36,LPE,2400,3,0.6639260020554985,0.059887459319762554,0.45957405600926493
qwen36,LP-temp,2400,3,0.6649537512846866,0.04923995099437952,0.455241670922671
qwen36,GPP-cosine,100,4,0.5981500513874615,0.23854524044191727,0.6376925090733967
qwen36,GPP-rbf,100,4,0.5745118191161357,0.06793305100174381,0.5562083324028929
qwen36,GPP-laplace,100,4,0.5868448098663926,0.11603342050271066,0.5555444157526214
qwen36,LPE,100,4,0.5724563206577595,0.11378697504242548,0.5829540669101668
qwen36,LP-temp,100,4,0.5282631038026722,0.04619053331942407,0.5948860624257211
qwen36,GPP-cosine,500,4,0.6238437821171634,0.16211659720843277,0.5394269063369023
qwen36,GPP-rbf,500,4,0.6187050359712231,0.04599722570530067,0.5122072875456399
qwen36,GPP-laplace,500,4,0.6330935251798561,0.061027615527332386,0.5065893487286227
qwen36,LPE,500,4,0.6094552929085303,0.11209680242626666,0.5411136581735027
qwen36,LP-temp,500,4,0.6073997944501541,0.05213393430350153,0.5201951525877221
qwen36,GPP-cosine,1500,4,0.6402877697841727,0.0939921541914788,0.4787168899900601
qwen36,GPP-rbf,1500,4,0.6330935251798561,0.04695491255371077,0.49526933484721775
qwen36,GPP-laplace,1500,4,0.6495375128468653,0.03767065166324406,0.47373788277303447
qwen36,LPE,1500,4,0.6546762589928058,0.05811621593301859,0.47578183467663554
qwen36,LP-temp,1500,4,0.6485097636176773,0.026291993674833543,0.46870552336665416
qwen36,GPP-cosine,2400,4,0.6557040082219938,0.07020421900460064,0.46864283712556215
qwen36,GPP-rbf,2400,4,0.6526207605344296,0.030221237522480043,0.4636100990028806
qwen36,GPP-laplace,2400,4,0.6752312435765673,0.03650240996758714,0.4437703776997614
qwen36,LPE,2400,4,0.6587872559095581,0.04707116194888718,0.4643069313083989
qwen36,LP-temp,2400,4,0.6639260020554985,0.03509457787719987,0.46221592621299856
