dataset,model,layer,method,seed,n_obs,soft_ce,jsd,tvd,entce,rankcs,acc,mean_alea,mean_mi,corrAlea_entropy,corrMI_entropy,corrAlea_norm_entropy,corrMI_norm_entropy,corrAlea_one_minus_max,corrMI_one_minus_max,corrAlea_gini,corrMI_gini,corrAlea_top2_margin,corrMI_top2_margin,corrAleaS_entropy,corrMIS_entropy,mono_alea
goemotions,llama,0,GPP-cosine,2,1024,2.9231602402813146,0.531764555799639,0.6779378007137954,1.3559312425921757,0.22958333333333333,0.22958333333333333,2.62267804145813,0.011024508625268936,0.13423892874501273,-0.16704266091713402,0.13423892874501273,-0.16704266091713402,0.10323448682434827,-0.14945184632043126,0.12312983034559327,-0.1618732970743606,0.08985425975341288,-0.12361647256226133,0.10019871738194766,-0.14479069381631549,0.7999999999999999
goemotions,llama,0,GPP-rbf,2,1024,3.0306143805089976,0.6132191379650299,0.7781975904441788,1.8954752465873237,0.23875,0.23875,2.404385805130005,0.7688606977462769,0.0977575994397056,-0.09533673108374074,0.0977575994397056,-0.09533673108374074,0.07793600398135349,-0.0850369195456011,0.09199553390515017,-0.07879646831896081,0.0643392182845752,-0.06067581893742406,0.06818879183390325,-0.1259714890954549,0.7999999999999999
goemotions,llama,0,GPP-laplace,2,1024,3.08236585457656,0.6337271583880972,0.8007216593801665,1.981245792336925,0.21041666666666667,0.21041666666666667,2.377809762954712,0.881207287311554,-0.019230566902871827,-0.05483544009510988,-0.01923056690287183,-0.05483544009510988,-0.02459602002251918,-0.042902691837713766,-0.012117716929046965,-0.03473534169149328,-0.011594108058589507,-0.01409319974997341,-0.09261277899780469,-0.1103976807445366,-0.7999999999999999
goemotions,llama,0,LPE,2,1024,3.8512303097867426,0.5266239636214294,0.6611305845986248,0.5078281140621668,0.24708333333333332,0.24708333333333332,0.8820357322692871,0.6181026697158813,0.15209573758376896,0.008631458590118133,0.15209573758376896,0.008631458590118145,0.13563862606133645,0.022549911836913017,0.13564494486376194,0.014443424761169249,0.10929519479275643,0.026298836034470023,0.13743897606810745,-0.006566184747744668,1.0
goemotions,llama,0,LP-temp,2,1024,3.101603689995813,0.5619139928243455,0.7127353134787846,1.3411512091609779,0.22625,0.22625,2.573812520127046,,0.15595878273640215,,0.15595878273640212,,0.14813216642311347,,0.15196448014255443,,0.12523717338522175,,0.12564803620325457,,1.0
goemotions,llama,0,GPP-cosine,4,1024,2.9049562255521066,0.5293103480794786,0.6792807754410993,1.3737439103755034,0.21958333333333332,0.21958333333333332,2.6406307220458984,0.010884547606110573,0.1889586938228695,-0.1643935964109105,0.1889586938228695,-0.16439359641091048,0.1468221045219253,-0.14847068787583556,0.16857350978953278,-0.1595801286127484,0.11396706789850283,-0.1242055848710824,0.16572951711454353,-0.14209255886671368,0.7999999999999999
goemotions,llama,0,GPP-rbf,4,1024,3.0275109667471027,0.6143321954843045,0.7806871043156328,1.9102622011925277,0.24041666666666667,0.24041666666666667,2.423910617828369,0.7640846967697144,0.11013285291902669,-0.10515686556704837,0.11013285291902669,-0.1051568655670484,0.07447219182894811,-0.09542332265090606,0.0933918784287064,-0.08835923020501721,0.04462290524767104,-0.07031971222796057,0.1447800932927691,-0.12691902411019093,1.0
goemotions,llama,0,GPP-laplace,4,1024,3.077098022846544,0.6334997454071403,0.8014848684628184,1.9873026112769063,0.21333333333333335,0.21333333333333335,2.383896827697754,0.8811606764793396,0.014284964612514037,-0.05675109074240103,0.014284964612514044,-0.05675109074240101,0.0040723587596373095,-0.04303286281277266,0.019672947646139808,-0.03368922008968561,0.007041247144009315,-0.013212904122584655,-0.015455630034690427,-0.10313889420038268,0.0
goemotions,llama,0,LPE,4,1024,3.8101664977605028,0.5273743996075709,0.6629440881511142,0.5402624733130286,0.25458333333333333,0.25458333333333333,0.9506357908248901,0.5929232835769653,0.1643516352156873,0.01558248194320936,0.16435163521568727,0.015582481943209353,0.13456620572304645,0.017217437034714286,0.14300338261066556,0.021769289220744233,0.10047692544352577,0.014636412920502672,0.15588680773629415,0.010856617997595863,0.7999999999999999
goemotions,llama,0,LP-temp,4,1024,3.0695788245405673,0.5665540188896565,0.7194176423670539,1.4270398782657703,0.2375,0.2375,2.679687122857781,,0.1798282473579796,,0.1798282473579796,,0.16644672882658523,,0.17141926341741348,,0.1353068001483815,,0.14697738516416792,,1.0
