dataset,model,layer,heldout,seed,method,auroc,id_acc
goemotions,gemma,0,7,2,MSP,0.475524326353692,0.2175805047867711
goemotions,gemma,0,7,2,kNN,0.496659499308862,0.2175805047867711
goemotions,gemma,0,7,2,LPE -var,0.48936201982968996,0.2175805047867711
goemotions,gemma,12,27,0,GPP neg-latent-var,0.5002961539749514,0.12341772151898735
goemotions,gemma,12,27,0,GPP -MI,0.5030483976290938,0.12341772151898735
goemotions,gemma,12,27,0,Maha,0.5689253901279219,0.12341772151898735
goemotions,gemma,12,27,0,MSP,0.4710323739200322,0.12341772151898735
goemotions,gemma,12,27,0,kNN,0.5683456399437412,0.12341772151898735
goemotions,gemma,12,27,0,LPE -var,0.5756280975822115,0.12341772151898735
goemotions,gemma,12,27,1,GPP neg-latent-var,0.5001365657022303,0.13238396624472573
goemotions,gemma,12,27,1,GPP -MI,0.5045187026990825,0.13238396624472573
goemotions,gemma,12,27,1,Maha,0.5688207420802358,0.13238396624472573
goemotions,gemma,12,27,1,MSP,0.47623442837050434,0.13238396624472573
goemotions,gemma,12,27,1,kNN,0.5738218722791507,0.13238396624472573
goemotions,gemma,12,27,1,LPE -var,0.5918977295559574,0.13238396624472573
goemotions,gemma,12,27,2,GPP neg-latent-var,0.500010988045007,0.11656118143459916
goemotions,gemma,12,27,2,GPP -MI,0.5028333458910991,0.11656118143459916
goemotions,gemma,12,27,2,Maha,0.5656614175205947,0.11656118143459916
goemotions,gemma,12,27,2,MSP,0.503017003214788,0.11656118143459916
goemotions,gemma,12,27,2,kNN,0.5726456282231598,0.11656118143459916
goemotions,gemma,12,27,2,LPE -var,0.5672196269506395,0.11656118143459916
goemotions,gemma,12,3,0,GPP neg-latent-var,0.5211155463835075,0.14639850327408793
goemotions,gemma,12,3,0,GPP -MI,0.5192848063753668,0.14639850327408793
goemotions,gemma,12,3,0,Maha,0.4733002949178443,0.14639850327408793
goemotions,gemma,12,3,0,MSP,0.5101096837309607,0.14639850327408793
goemotions,gemma,12,3,0,kNN,0.47368590178450287,0.14639850327408793
goemotions,gemma,12,3,0,LPE -var,0.4864359214218896,0.14639850327408793
goemotions,gemma,12,3,1,GPP neg-latent-var,0.5218706931640471,0.14078578110383536
goemotions,gemma,12,3,1,GPP -MI,0.5180869257849599,0.14078578110383536
goemotions,gemma,12,3,1,Maha,0.4754514813730461,0.14078578110383536
goemotions,gemma,12,3,1,MSP,0.5237433857711067,0.14078578110383536
goemotions,gemma,12,3,1,kNN,0.47494626496904435,0.14078578110383536
goemotions,gemma,12,3,1,LPE -var,0.4832885838944866,0.14078578110383536
goemotions,gemma,12,3,2,GPP neg-latent-var,0.5223848356529253,0.14452759588400374
goemotions,gemma,12,3,2,GPP -MI,0.520279172230593,0.14452759588400374
goemotions,gemma,12,3,2,Maha,0.4658880740365184,0.14452759588400374
goemotions,gemma,12,3,2,MSP,0.5147780261212946,0.14452759588400374
goemotions,gemma,12,3,2,kNN,0.4728611315419276,0.14452759588400374
goemotions,gemma,12,3,2,LPE -var,0.4978416726768971,0.14452759588400374
goemotions,gemma,12,0,0,GPP neg-latent-var,0.4655954437356825,0.10314924691921497
goemotions,gemma,12,0,0,GPP -MI,0.47105492456089393,0.10314924691921497
goemotions,gemma,12,0,0,Maha,0.5262197026111605,0.10314924691921497
goemotions,gemma,12,0,0,MSP,0.521585695286721,0.10314924691921497
goemotions,gemma,12,0,0,kNN,0.5181418547821777,0.10314924691921497
goemotions,gemma,12,0,0,LPE -var,0.46750407823217643,0.10314924691921497
goemotions,gemma,12,0,1,GPP neg-latent-var,0.464446768970058,0.1223185759926974
goemotions,gemma,12,0,1,GPP -MI,0.4712602010399219,0.1223185759926974
goemotions,gemma,12,0,1,Maha,0.5313559821715195,0.1223185759926974
goemotions,gemma,12,0,1,MSP,0.5009248360517908,0.1223185759926974
goemotions,gemma,12,0,1,kNN,0.5109659131855198,0.1223185759926974
goemotions,gemma,12,0,1,LPE -var,0.5262197026111605,0.1223185759926974
goemotions,gemma,12,0,2,GPP neg-latent-var,0.464084259443264,0.11775445002282063
goemotions,gemma,12,0,2,GPP -MI,0.4705057007898777,0.11775445002282063
goemotions,gemma,12,0,2,Maha,0.5212078992136164,0.11775445002282063
goemotions,gemma,12,0,2,MSP,0.513169359646575,0.11775445002282063
