dataset,model,layer,method,seed,n_obs,soft_ce,jsd,tvd,entce,rankcs,acc,mean_alea,mean_mi,corrAlea_entropy,corrMI_entropy,corrAlea_norm_entropy,corrMI_norm_entropy,corrAlea_one_minus_max,corrMI_one_minus_max,corrAlea_gini,corrMI_gini,corrAlea_top2_margin,corrMI_top2_margin,corrAlea_bern_var,corrMI_bern_var,corrAleaS_entropy,corrMIS_entropy,mono_alea
lewidi_md,gemma,0,GPP-cosine,0,16,1.818780510103504,0.2781646409342673,0.43034184588199365,0.35466185034580333,0.5325482499182205,0.5325482499182205,0.36253851652145386,0.038727015256881714,-0.10778787465948285,0.045590535780953935,-0.10778787465948285,0.04559053578095394,-0.10001823237652756,0.047921342892955625,-0.10616197656556148,0.046612341401033756,-0.10001823237652759,0.047921342892955625,-0.10616197595974491,0.04661234217203142,-0.10083456252300987,-0.01367520710943127,-1.0
lewidi_md,gemma,0,GPP-rbf,0,16,0.6883809463946629,0.14853615917008572,0.3118121682047493,0.33015392211926065,0.62381419692509,0.62381419692509,0.5708606243133545,0.07866022735834122,-0.08308766834354386,0.06111288612496714,-0.08308766834354386,0.06111288612496714,-0.07918092813269012,0.05836184563442068,-0.08246812403722639,0.06069446543823154,-0.07918092813269012,0.05836184563442069,-0.08246812446132167,0.06069446631028469,-0.08785810467474049,0.08991205962391231,-1.0
lewidi_md,gemma,0,GPP-laplace,0,16,0.7783719909948743,0.1679428324142006,0.332053784383074,0.34277365404540666,0.577036310107949,0.577036310107949,0.4894840717315674,0.110078364610672,-0.11490630468883159,0.06842230262414833,-0.11490630468883156,0.06842230262414833,-0.1082886613134928,0.06535497162136591,-0.11367979059689329,0.06795771642187619,-0.10828866131349281,0.06535497162136591,-0.11367979007490428,0.06795771686599118,-0.10737582290209167,0.028705740845823013,-1.0
lewidi_md,gemma,0,LPE,0,16,0.8144588228568164,0.17419783786669768,0.3361649999684737,0.331903496291584,0.6277396140006543,0.6277396140006543,0.43776610493659973,0.10789021104574203,-0.09514406664965705,-0.03727613557522391,-0.09514406664965705,-0.0372761355752239,-0.0943721050343119,-0.03457787380968768,-0.0955611862056427,-0.03671041535355617,-0.09437210503431191,-0.03457787380968769,-0.09556118644970496,-0.03671041490170729,-0.10077764855208428,-0.05445674537572725,-1.0
lewidi_md,gemma,0,LP-temp,0,16,0.9019377590260129,0.18615577812066794,0.34379338065474035,0.33406625904590614,0.6300294406280668,0.6300294406280668,0.5004083900156872,,-0.08960058619331107,,-0.08960058619331104,,-0.08810030041677949,,-0.08975805641341411,,-0.0881003004167795,,-0.08975805646957243,,-0.09591255141314325,,-1.0
lewidi_md,gemma,0,GPP-cosine,0,64,1.2303646094512313,0.21666973125291156,0.37123985453880687,0.3273513803913524,0.5933922145894668,0.5933922145894668,0.4241856634616852,0.03002041205763817,-0.08409266671822842,0.04364872910945737,-0.08409266671822843,0.04364872910945737,-0.07780176905888844,0.04593604876945258,-0.08275441683538243,0.044643991852792976,-0.07780176905888844,0.04593604876945257,-0.08275441685222859,0.044643992307362816,-0.08790556880414184,0.0646352643078275,-1.0
lewidi_md,gemma,0,GPP-rbf,0,64,0.7042449581711758,0.1520132323438616,0.3147428549663461,0.3329722594376255,0.619234543670265,0.619234543670265,0.5813663005828857,0.05545029789209366,-0.07015244459825218,0.042324883194840957,-0.07015244459825218,0.042324883194840957,-0.06883949263202989,0.042509151531097536,-0.07023364248808767,0.04267103160719751,-0.0688394926320299,0.042509151531097536,-0.07023364352595668,0.042671032278850454,-0.09075158313091415,0.08524928170058822,-1.0
lewidi_md,gemma,0,GPP-laplace,0,64,0.7249603210768479,0.1529380609187462,0.31302441993276175,0.34053078940455833,0.65129211645404,0.65129211645404,0.5414475202560425,0.09243903309106827,-0.07735724853811862,0.05509607078780603,-0.07735724853811862,0.055096070787806026,-0.07172453767496739,0.05455993161242548,-0.07617315052919714,0.055310496496462046,-0.0717245376749674,0.054559931612425484,-0.07617315090556581,0.0553104965264079,-0.09063814200429648,0.0879293591745284,-1.0
lewidi_md,gemma,0,LPE,0,64,0.7258412320091254,0.15383444087176915,0.316134488203989,0.3190328308482986,0.6110565914295061,0.6110565914295061,0.5030566453933716,0.093550905585289,-0.08186938959077825,0.08507998126582689,-0.08186938959077825,0.08507998126582689,-0.08016577044332715,0.07822074500041487,-0.08191199265369983,0.08357552995113715,-0.08016577044332716,0.07822074500041488,-0.08191199349566192,0.083575529829129,-0.10014677689044926,0.09613452259987437,-1.0
lewidi_md,gemma,0,LP-temp,0,64,0.6908653696929177,0.15403140855302344,0.3244785818955631,0.35196778606663076,0.5989532221131828,0.5989532221131828,0.6884714582972289,,-0.032192350547151256,,-0.03219235054715124,,-0.03240477848891848,,-0.032477626995595164,,-0.032404778488918484,,-0.03247762807610305,,-0.09091960255550426,,-1.0
lewidi_md,gemma,0,GPP-cosine,0,256,1.5640549316397434,0.21589306543827477,0.3607379112152739,0.2965378143080753,0.5757278377494276,0.5757278377494276,0.3862992823123932,0.00712662423029542,-0.007341102965156051,0.04610789228198546,-0.0073411029651560475,0.04610789228198546,-0.012055487765940842,0.04597029245776879,-0.008826187652009234,0.046382009888853215,-0.012055487765940842,0.0459702924577688,-0.008826188289915595,0.046382010393236084,0.018839315959735488,0.06571340725407013,-0.5
lewidi_md,gemma,0,GPP-rbf,0,256,0.7570712085315412,0.15634249653428853,0.3140763288432666,0.3160126124405758,0.6355904481517828,0.6355904481517828,0.5393313765525818,0.021507902070879936,-0.011296459914278325,0.03072810988111982,-0.011296459914278328,0.030728109881119823,-0.016189546291983277,0.02809330908611281,-0.012863038087175243,0.03013682726354284,-0.016189546291983284,0.028093309086112822,-0.012863039135780163,0.030136827504690218,0.037275210524371355,0.08777425884693009,-0.5
lewidi_md,gemma,0,GPP-laplace,0,256,0.7910966500536414,0.15820753860684603,0.31289021607328754,0.31894108938301596,0.6526005888125613,0.6526005888125613,0.4978134334087372,0.053724098950624466,-0.020654397616291027,0.04507992795648859,-0.020654397616291023,0.045079927956488595,-0.024870049652644156,0.04197488963394884,-0.022078939236660322,0.044443891887832904,-0.024870049652644152,0.04197488963394884,-0.022078940025369972,0.04444389143628964,0.0017784577355410456,0.08911138653196321,-1.0
lewidi_md,gemma,0,LPE,0,256,0.8181893900468213,0.16159300822353734,0.3134494262067254,0.3002385508077302,0.6280667320902846,0.6280667320902846,0.410732626914978,0.10727675259113312,-0.022683404765190283,0.0445660926955171,-0.022683404765190318,0.04456609269551711,-0.023867570822791957,0.04695091909368125,-0.023199251105049536,0.04559731762399406,-0.023867570822791957,0.04695091909368125,-0.02319925195175904,0.04559731794271269,-0.011736533274540873,0.06957345300231255,-1.0
lewidi_md,gemma,0,LP-temp,0,256,0.6954077080339117,0.15342010034651782,0.3222655797590698,0.3480350944643114,0.6306836768073274,0.6306836768073274,0.6746960654416136,,-0.027426211120831812,,-0.027426211120831805,,-0.02484801452076877,,-0.026829526244231884,,-0.02484801452076877,,-0.026829527023269857,,0.02895220285894219,,-0.5
lewidi_md,gemma,0,GPP-cosine,0,1024,0.8423577179080797,0.16351001385414513,0.31302422381100936,0.2908650614803549,0.629375204448806,0.629375204448806,0.48411136865615845,0.0030577993020415306,0.04793700649403741,0.04866835206218647,0.0479370064940374,0.048668352062186476,0.040461076483739054,0.05189127775368958,0.04599031620889557,0.04998275800354711,0.04046107648373906,0.05189127775368959,0.04599031529552238,0.049982758364290183,0.06162243958205875,0.09914894207592075,0.5
lewidi_md,gemma,0,GPP-rbf,0,1024,0.6707167961160037,0.13872791420157538,0.2967571419141858,0.3184950307176767,0.6490022898266274,0.6490022898266274,0.6188408732414246,0.005096658132970333,0.03200861765593193,0.0355775167364452,0.03200861765593193,0.0355775167364452,0.029957810455667404,0.043420963051899436,0.031603843137312335,0.038208413061457856,0.0299578104556674,0.043420963051899436,0.03160384226364194,0.03820841392729163,0.07982424079104124,0.09639672056442539,1.0
lewidi_md,gemma,0,GPP-laplace,0,1024,0.7172581980463564,0.1471529052047841,0.30401899992608056,0.31814243625559346,0.6516192345436702,0.6516192345436702,0.5609235167503357,0.03690916299819946,-0.014785151376921128,0.04130992506382069,-0.014785151376921126,0.041309925063820696,-0.02081613710284567,0.040693716024787864,-0.016721946540824425,0.041405500730064326,-0.020816137102845675,0.04069371602478787,-0.016721946969456,0.04140550055821351,0.027958159900505226,0.0940386972601819,-0.5
lewidi_md,gemma,0,LPE,0,1024,0.6966224015356272,0.14203795379724077,0.29681637739542704,0.30001118235445423,0.6463853451095846,0.6463853451095846,0.52338045835495,0.054450396448373795,0.003187109741461403,0.05571380204918373,0.0031871097414613967,0.055713802049183726,-2.36807254876863e-05,0.062485023370823276,0.00223178193963919,0.05815637950013531,-2.3680725487692372e-05,0.062485023370823276,0.0022317811727380716,0.0581563802261894,0.022161136406723347,0.09923964123042849,-0.5
lewidi_md,gemma,0,LP-temp,0,1024,0.6716599709430012,0.14584776193224797,0.3116768224663571,0.3478131991915422,0.6450768727510632,0.6450768727510632,0.6830617959612614,,0.013111072572875311,,0.013111072572875318,,0.01563278229476784,,0.013968383458951253,,0.01563278229476784,,0.013968382790002513,,0.0764984109226906,,1.0
lewidi_md,gemma,0,GPP-cosine,1,16,1.6358190418944947,0.2589508276909082,0.40282181092316244,0.3355178738590935,0.5639515865227347,0.5639515865227347,0.330761194229126,0.03400169685482979,-0.09757018011214058,0.057856308708451244,-0.09757018011214058,0.05785630870845125,-0.09169302259286594,0.05811605744997699,-0.09645021413275452,0.058331871466316965,-0.09169302259286596,0.05811605744997699,-0.0964502139593217,0.05833187160921512,-0.09607421633341977,-0.015312053674029118,-1.0
lewidi_md,gemma,0,GPP-rbf,1,16,0.6976121377589848,0.1419790373666866,0.29489295910111646,0.28891480311721185,0.6561988877984952,0.6561988877984952,0.4945872128009796,0.05894039571285248,-0.04416064640909327,0.0620552271184518,-0.04416064640909328,0.0620552271184518,-0.045353492524443886,0.061841799624883606,-0.04482632601834806,0.06241556043449846,-0.04535349252444389,0.06184179962488362,-0.044826327319188966,0.06241556083405761,-0.05681734633796547,0.09209845806382275,-1.0
lewidi_md,gemma,0,GPP-laplace,1,16,0.7321914012001358,0.14885642952411704,0.3030708099267268,0.3071213209390686,0.6617598953222114,0.6617598953222114,0.4415200650691986,0.10504752397537231,-0.09861573585089185,0.06974558741204182,-0.09861573585089185,0.0697455874120418,-0.09552098569661494,0.06491939307931632,-0.09834973183109094,0.06875477864802829,-0.09552098569661496,0.06491939307931634,-0.09834973253744442,0.0687547782478071,-0.09829367047736437,0.09355022267598109,-1.0
lewidi_md,gemma,0,LPE,1,16,0.7836464537270328,0.1571298178577568,0.3082819847755791,0.28981266017670426,0.6483480536473667,0.6483480536473667,0.37001219391822815,0.10689692944288254,-0.045272808987364584,0.019170958258167822,-0.04527280898736459,0.019170958258167822,-0.05377349217754622,0.02291863827114238,-0.04817017390344698,0.02044291095657747,-0.053773492177546234,0.022918638271142384,-0.04817017481701531,0.02044291111251089,-0.05028822395456226,-0.01865514336171033,-1.0
lewidi_md,gemma,0,LP-temp,1,16,0.7500827458025657,0.15466342837179295,0.3149108309836884,0.31134510468976506,0.6391887471377167,0.6391887471377167,0.555150260159109,,-0.0642120605692181,,-0.06421206056921813,,-0.07247325757090005,,-0.06716633817463029,,-0.07247325757090005,,-0.06716633893684082,,-0.06022407172495655,,-1.0
lewidi_md,gemma,0,GPP-cosine,1,64,1.0534280766529112,0.20272218677604506,0.35895615626160404,0.28900626442148575,0.5410533202486097,0.5410533202486097,0.4348057806491852,0.03986119478940964,0.013195832548646565,0.0636860786776595,0.01319583254864656,0.0636860786776595,0.011841336196487855,0.06435167142940124,0.012874041836232971,0.06432510938347369,0.011841336196487863,0.06435167142940124,0.012874041608575143,0.06432511008834584,0.009105939609654565,0.09690280118188435,0.5
lewidi_md,gemma,0,GPP-rbf,1,64,0.7084108500780306,0.15440437493184395,0.31933716857622446,0.3336592871998851,0.6068040562643114,0.6068040562643114,0.5944218635559082,0.05262485146522522,-0.046692321297842024,0.058413969539464074,-0.046692321297842024,0.05841396953946408,-0.04791635190187214,0.0612768223674834,-0.04738484209447693,0.05968558146607883,-0.04791635190187214,0.06127682236748341,-0.04738484312041011,0.05968558227910554,-0.023966978877184755,0.09445741653451233,-1.0
lewidi_md,gemma,0,GPP-laplace,1,64,0.7324242465331334,0.15794369005677691,0.32320324634392233,0.3368701041511902,0.5328753680078508,0.5328753680078508,0.5505248308181763,0.09390135854482651,-0.041111749969316276,0.06954387412791044,-0.04111174996931627,0.06954387412791042,-0.039561939544357896,0.06978504101856933,-0.04092183571923767,0.07009388096074089,-0.039561939544357896,0.06978504101856933,-0.04092183613288761,0.070093881151443,-0.019148736037159973,0.09650981891407943,-1.0
lewidi_md,gemma,0,LPE,1,64,0.7286843608731647,0.15587610458367035,0.3191639140526789,0.3153906052081757,0.5685312397775597,0.5685312397775597,0.5044879913330078,0.09235329926013947,-0.042469881406204876,0.061070901911557826,-0.042469881406204855,0.06107090191155784,-0.045760084161954345,0.05862735088910402,-0.043762281971250504,0.06074577467208693,-0.04576008416195433,0.05862735088910402,-0.043762283072851446,0.060745774963687514,-0.012517069171046287,0.090820783350488,-1.0
lewidi_md,gemma,0,LP-temp,1,64,0.6946723716064792,0.15475561170821447,0.325443142649917,0.35010382120323946,0.5623159960745829,0.5623159960745829,0.6834845126181743,,-0.02435537310713228,,-0.024355373107132282,,-0.030690881189732466,,-0.0264504347585492,,-0.030690881189732473,,-0.02645043522797625,,0.004596654123266975,,-0.5
lewidi_md,gemma,0,GPP-cosine,1,256,1.2066239679394615,0.2015589353593728,0.3567655385799532,0.33898541553721157,0.5888125613346418,0.5888125613346418,0.4803599715232849,0.008783375844359398,-0.0524836595227492,0.03332059466097752,-0.05248365952274919,0.03332059466097752,-0.05072280894919151,0.03251009877950457,-0.0523074533839563,0.03330228729802978,-0.05072280894919151,0.03251009877950457,-0.05230745423213556,0.033302287220628626,-0.08619443914204866,0.06487922651133908,-1.0
lewidi_md,gemma,0,GPP-rbf,1,256,0.7179097588674853,0.14622649990467995,0.3030985234726292,0.3217113255820087,0.6561988877984952,0.6561988877984952,0.5447535514831543,0.026331428438425064,-0.043317789605521996,0.036573830449592365,-0.043317789605522,0.036573830449592365,-0.04131692305698866,0.04260042015528503,-0.04300571999153585,0.03865861371369443,-0.04131692305698867,0.04260042015528503,-0.04300572076513434,0.03865861466280686,-0.010140835738811922,0.09267335352638612,-1.0
lewidi_md,gemma,0,GPP-laplace,1,256,0.7475211277090709,0.14850041603110264,0.30269610468300634,0.3275985027134487,0.6656853123977756,0.6656853123977756,0.5147579312324524,0.054462675005197525,-0.05582564693670633,0.04779329206377056,-0.05582564693670634,0.047793292063770566,-0.0487079655247034,0.0536235145194664,-0.054042049648104024,0.049895204198442414,-0.04870796552470339,0.05362351451946641,-0.05404205020057165,0.0498952045010425,-0.021287317055989595,0.09172990670257336,-0.5
lewidi_md,gemma,0,LPE,1,256,0.7490613246039255,0.1499183835897458,0.30503454016524467,0.30850591230607005,0.6424599280340203,0.6424599280340203,0.43315842747688293,0.11392330378293991,-0.04958377214655099,0.05249035961739487,-0.04958377214655104,0.052490359617394886,-0.04845509389010556,0.05287101514038485,-0.049580086978892046,0.05296594422075527,-0.04845509389010556,0.052871015140384836,-0.0495800876315768,0.05296594455130224,-0.02779947633608356,0.08704515793237746,-1.0
lewidi_md,gemma,0,LP-temp,1,256,0.6889711431504928,0.15311004064418343,0.323975529762201,0.3525907867946966,0.6215243702976775,0.6215243702976775,0.6880474785303601,,-0.008055664721634728,,-0.008055664721634728,,-0.010649420684802373,,-0.00890025551793626,,-0.01064942068480237,,-0.00890025584496864,,0.006691255493153081,,-0.5
lewidi_md,gemma,0,GPP-cosine,1,1024,0.9511802073318486,0.17391306570132606,0.3232195250240467,0.30622495140456274,0.6333006215243703,0.6333006215243703,0.4741968512535095,0.0027506742626428604,-0.007823972279275525,0.03520624680631568,-0.007823972279275521,0.035206246806315664,-0.007727533503927464,0.03383747030971716,-0.00784824276773428,0.03503095569932273,-0.007727533503927474,0.03383747030971717,-0.007848243169966188,0.03503095587545795,0.023256305151621037,0.08898043299991133,-1.0
lewidi_md,gemma,0,GPP-rbf,1,1024,0.6784754706371929,0.1405230671182624,0.2990612200530484,0.3189720415053631,0.6499836440955185,0.6499836440955185,0.6115071177482605,0.005835221614688635,-0.002495968765111092,0.01536606152408802,-0.002495968765111092,0.01536606152408802,-0.006135900713412763,0.016567664971875534,-0.0036208495232649927,0.01583706625468981,-0.00613590071341277,0.016567664971875527,-0.0036208505018698947,0.01583706683545981,0.036540727059145094,0.0892663499690841,-0.5
